id	qid1	qid2	question1	question2	is_duplicate
3749	3390	413	cómo ponerse en contacto con el vendedor	¿ cómo me pongo en contacto con el vendedor ?	1
3750	1387	7959	solo pagué el mismo pedido dos veces	pagué dos veces .	1
3751	2865	3348	puntos de recompensa no agregados	¿ por qué mis puntos recompensados no se agregan ?	1
3752	1437	7722	he recibido mis productos pero tienen el tamaño incorrecto .	¿ cómo cambio el artículo por el tamaño correcto ?	1
3753	1550	10857	¿ puedo hablar con una persona real ?	¿ puedo obtener una persona real para responder la pregunta ?	1
3754	7143	2079	¡ hola !	tengo una pregunta sobre mis cupones	0
3755	1102	9883	pagué un extra para enviar el q s rápido resulta que ahora soy enviado desde china	el vendedor cambia de operador sin avisarme y ahora quiere que pague cargos adicionales	0
3756	9306	2536	por qué se cancela el envío	¿ por qué se cancela mi pedido ?	1
3757	6116	12798	la promoción comenzó , pero ¿ por qué el precio del producto no cambió ?	el proveedor no respetó el precio en el sitio	0
3758	11842	466	necesito hablar con maria	necesito hablar con el servicio al cliente	1
3759	10141	12810	cómo verificar la protección del comprador	¿ cuánto debo pagar por la comisión de protección del comprador ?	0
3760	12535	8251	la hora de mi pedido ha terminado , ¿ tendré el reembolso ?	¿ recibiré mi pedido a tiempo ?	0
3761	10422	11109	no puedo pagar con mi mastercard .	no puedo pagar mi pedido con mi tarjeta .	1
3762	7874	3909	entonces me pongo en contacto con el vendedor y quiero que me devuelvan mi dinero	quiero que mi dinero regrese a mi cuenta	1
3763	10533	467	"estamos recibiendo un error que dice que "" el banco ha rechazado nuestro pago """	error cuando procesamos el reembolso	0
3764	10366	8131	después del pago , ¿ cómo informo que lo hice ?	¿ cómo informo otras infracciones de las reglas ?	0
3765	2798	11529	mi consulta es sobre el estado de mi pedido	¿ por qué mi orden está en estado nulo ?	0
3766	6534	5666	necesito ayuda con una orden que intento ubicar .	estoy tratando de agregar elementos a mi carrito de compras y no va a entrar	0
3767	4146	6888	hace un par de semanas busqué camisetas de la nasa en la tienda , en aquel entonces tenía muchos resultados .	recibí demasiados resultados de búsqueda	0
3768	2639	11071	mi cuenta no me permite hacer pedidos hasta que valide mi cuenta via formulario de apelación	dice que mi cuenta no existe	0
3769	5100	3998	cómo responder a una disputa escalada	¿ cómo puedo responder a mi disputa escalada ?	1
3770	8358	10257	por favor puede dar su número de mave para llamar	¿ te puedo llamar ?	1
3771	557	1715	necesito los diez artículos principales que vendí en NUMs 	¿ qué sucede si un artículo está agotado ?	0
3772	2926	4753	cuando inicio sesión en la computadora , mi lista de deseos no se actualiza .	no puedo encontrar mi pedido cuando inicio sesión	0
3773	6697	4089	pero uso cajero automático	¿ puedo usar el envío directo ?	0
3774	1333	7881	este es el enlace de la tienda	puede vincular a un agente en línea	0
3775	3073	5092	cómo se agregarán los puntos de recompensa	¿ qué es puntos disponibles ?	0
3776	8653	5771	"¿ qué sucede con mi pedido cuando el estado de mi envío indica "" envío cancelado "" ?"	mi orden de estado es null .	0
3777	10366	4322	después del pago , ¿ cómo informo que lo hice ?	¿ cómo comienzo el pago ?	0
3778	2620	1982	tengo una pregunta sobre los complementos para mostrar productos en mi sitio web	tengo una pregunta sobre mi pedido	0
3779	6213	4412	"¿ qué significa "" recibo de espera "" ?"	¿ qué significa espera de recibo ?	1
3780	10002	6968	acabo de enviarte un correo electrónico para que verifique mi tarjeta de crédito	le he enviado una copia de mi tarjeta de crédito , mi estado de cuenta y mi identidad .	1
3781	9175	10175	sigo recibiendo mis pedidos cancelados por razones de seguridad .	mi pedido fue cancelado por razones de seguridad .	1
3782	7643	12612	el estado no ha cambiado por NUMs - NUMs días	¿ por qué el estado del pedido no ha cambiado después del pago por boleto ?	0
3783	13439	13439	gracias por sus comentarios	gracias por sus comentarios	1
3784	12343	9696	tengo un problema con los pagos en mi cuenta	tengo un problema con mi problema de envío	0
3785	4494	3745	cómo usar la transferencia bancaria ?	¿ cuánto cuesta la comisión de transferencia bancaria ?	0
3786	2505	6956	para pedirle mi orden a alguien	alguien usa mi dirección de correo electrónico	0
3787	6124	4645	no olvidé mi contraseña solo quiero cambiarlo frecuentemente	olvidé mi contraseña	0
3788	6391	5238	todos los pedidos son de vendedores diferentes	¿ por qué mis pedidos de diferentes vendedores tienen los mismos números de seguimiento ?	0
3789	4347	13267	esto es robot ?	sé que eres un robot .	1
3790	501	13361	¿ puede alguien hablarme ?	¿ por qué sigo recibiendo un error al intentar pagar mis cosas ?	0
3791	8691	13546	cómo hacer una apelación	¿ cómo hacer el pago con doku ?	0
3792	6367	10433	cómo convertirse en vendedor	¿ cómo puedo ser elegible para la protección del comprador ?	0
3793	4340	9145	el artículo que ordené está defectuoso , rompió un trozo de mi auto en el primer uso	he ordenado un artículo	0
3794	9503	8109	no puedo abrir una disputa porque la orden ha sido entregada	abrí la disputa porque no recibí mi número de pedido	0
3795	8663	8798	no puedo ver mi orden	¿ puedo ver los comentarios de mi pedido ?	0
3796	13359	10543	cambiar el reembolso de detalles de la tarjeta	necesito cambiar el monto del reembolso en mi pedido	0
3797	4317	6818	cómo cambiar moneda en pkr .	¿ cómo selecciono la moneda ?	1
3798	5715	11965	mi demanda al no incluir nada que usted o su sistema escribieron	el sistema no aceptó mi dirección	0
3799	12580	478	mi e - mail es	mi correo electrónico ha sido pirateado	0
3800	13299	6414	¿ por qué se espera que pague los costos de envío de devolución si se ha determinado que el vendedor me envió los artículos incorrectos ?	quiero devolver los artículos al vendedor	0
3801	5399	7084	¿ cómo encontrar el número de orden ?	¿ cómo encontrar mi número de orden ?	1
3802	819	12168	cómo recibir un reembolso a través de boleto ?	quiero un reembolso por boleto	1
3803	1330	5530	¿ cómo reviso mis puntos de recompensa ?	¿ cómo reviso mi envío ?	0
3804	4733	9058	cómo obtener el número de orden ?	¿ cómo puedo encontrar mi número de orden ?	1
3805	10336	13138	no puedo hacer mi pago a través de mastercard , sigue mostrándome ' error del sistema ' .	no puedo hacer el pago con tarjeta de crédito	1
3806	675	8708	¿ dónde está la página del cupón ?	¿ en dónde está eso ?	0
3807	1385	3404	rastrea tu progreso de reembolso	¿ por qué no puedo realizar un seguimiento de tu pedido por número de seguimiento ?	0
3808	11675	13267	¿ puedo tener atención al cliente normal , no robot por favor	sé que eres un robot .	0
3809	8675	2235	tengo un correo electrónico de jessie chen y he respondido , pero el mensaje de respuesta se muestra como imposible de entregar .	recibí un correo electrónico diciendo que tengo un mensaje para mi pedido , pero no hay ninguno .	0
3810	5131	3155	cuida de mí por favor	por favor , ayúdame urgentemente	0
3811	1382	7574	¿ cómo elimino mi cuenta ?	¿ cómo inicio sesión en mi cuenta ?	0
3812	12695	8411	no necesito respuestas automáticas .	no pude averiguarlo con tus preguntas frecuentes	0
3813	5118	12961	recibí un artículo por el que me enviaron un reembolso , ¿ cómo pago ahora ?	si ordeno ahora con ups cuántos días vienen los artículos en mi país	0
3814	181	2615	¿ podrías ayudar ?	tengo un problema con mi orden ¿ usted me podría ayudar ?	1
3815	6985	10283	guardar detalles de la tarjeta	no guardará las cosas en mi lista de deseos	0
3816	5741	9499	el vendedor se niega a reembolsar o reenviar	el vendedor rechaza la cancelación .	0
3817	10272	6287	lo siento pero es demasiado para que lo hagas humano , ¡ dices muchas repeticiones !	hablas muy rápido	0
3818	5859	3758	quiero pedir mi orden	quiero saber mi orden	1
3819	3493	9632	¿ es esto una jodida computadora ?	la computadora no me permite escribir mensajes	0
3820	12565	3671	estaban en mi elemnt yo compro	necesito una factura por mi compra	0
3821	3305	2759	esto no está ayudando	no hables ingles	0
3822	12201	1214	¿ puedes bailar para mí ?	¿ puedes seguirme ?	0
3823	8870	8581	ya le envié un correo electrónico al vendedor	ya hice el pago pero todavía no recibí la confirmación por correo electrónico	0
3824	7516	12313	pero me gustaría saber si es posible obtener muestras o pagar muestras de algunos de los productos antes de comprar grandes cantidades	me gustaría pagar en euros	0
3825	10196	277	el sneller me escribe que no es posible abrir una disputa y él no quiere	mi transacción se completó pero quiero abrir la disputa	0
3826	7089	7973	todavía no he hecho el reembolso ?	por favor hagamelo saber	0
3827	4989	2858	puedes encontrar mi numero de orden	¿ me pueden ayudar a encontrar mi cupón ?	0
3828	13111	56	no sé cuál será la respuesta .	el vendedor no responde .	0
3829	501	3128	¿ puede alguien hablarme ?	intenté pagar este pedido con una tarjeta de visita y sigo recibiendo un rechazo	0
3830	6002	6401	¿ qué te sucede ?	¿ qué pasará si termina el tiempo de procesamiento ?	0
3831	13011	1565	esperando respuesta	esperando respuesta para un reembolso	0
3832	12027	5563	así que puedes intentar colocar el número para ver qué color obtienes	¿ qué color te gusta más ?	0
3833	6073	9058	cómo encontrar el número de orden ?	¿ cómo puedo encontrar mi número de orden ?	1
3834	6329	7645	cómo agregar comentarios adicionales	cómo agregar amigos por tm	0
3835	11039	2565	cuando mi cancelado	¿ cuándo recibiré mi reembolso por la orden cancelada ?	0
3836	6692	7897	cómo hacer una queja	¿ cómo continúa mi queja ?	0
3837	6576	2921	cómo enviar video	¿ cómo agregar videos como evidencia ?	1
3838	3977	6727	encantado de saber de ti .	un placer hablar contigo .	0
3839	885	1705	no he recibido algunos medidores de anillo que pedí .	pedí zapatos nike y lo acepto	0
3840	330	7029	¿ cómo agrego evidencia ?	¿ cómo agrego al carrito de compras ?	0
3841	9529	10051	cómo cambiar las monedas en cupón	¿ cómo uso las monedas ?	1
3842	9075	2983	creo que ordené dos veces .	necesito reembolsar un producto que ordené	0
3843	2256	3611	¿ qué significa el envío cancelado ?	¿ qué significa colección ?	0
3844	9200	4468	¿ cómo recibo un reembolso que el vendedor aceptó ?	¿ cómo recibo un reembolso por parte de webmoney ?	0
3845	10548	6137	¿ dónde encuentro la configuración de la cuenta ?	no encontré a dónde enviar el comprobante de pago .	0
3846	7389	12302	¿ puedo acceder a mis pedidos de dispositivos móviles en mi pc para poder imprimir mis pedidos ?	¿ puedo obtener mis pedidos a mi país ?	0
3847	11768	2745	hola , quiero preguntar por qué mis pedidos están siendo cerrados	solo quiero decir hola .	0
3848	9572	6994	¡ ha sido casi medio año !	por qué el estafador no ha sido eliminado	0
3849	4299	1831	tu pedazo de mierda sin esperanza	¿ qué significa NUMs pieza ?	0
3850	9194	5777	el producto llegó pero no puedo transferir el dinero al vendedor	¿ puedo transferir el reembolso a mi nuevo pedido ?	0
3851	12788	6927	cuando mi paga cancelada	cuándo pagar	0
3852	13517	10120	me gustaría cancelar mi pedido	¿ puedo cancelar el pedido si no me gusta ?	1
3853	2955	12634	"hay un error al traducir una palabra "" orden "" en inglés a turco ."	acepto la solución del vendedor por error	0
3854	2992	10107	"quiero borrar uno de mi cuenta , el nombre es "" je """	¿ cómo cierro sesión después de usar mi cuenta ?	0
3855	751	10221	la retroalimentación no se muestra	está mostrando el servicio temporal no disponible	0
3856	7135	6748	compré un producto y no lo recibí .	no recibí mi pedido	1
3857	6700	13272	posible hablar con el servicio al cliente	el cambio de comentarios no es posible	0
3858	5460	11112	si su pedido muestra ' pedido cancelado ' , significa	el sitio web muestra que mi pedido ya fue entregado , pero no lo recibí	0
3859	2842	6309	hola , lo he intentado varias veces para pagar y cada vez que llene la información de la tarjeta y haga clic en pagar el sitio web me dice que ha habido un error .	intenté usar mi tarjeta para pagar , pero sigue siendo rechazada .	1
3860	11768	10324	hola , quiero preguntar por qué mis pedidos están siendo cerrados	quiero pedir un reembolso	0
3861	10530	3537	nie conocerte también	encantada de conocerte	1
3862	1114	496	he visto órdenes canceladas finalizadas pueden explicarme	¿ puedo abrir una disputa final ?	0
3863	9178	6386	hola cuando aceptas mi orden cancelada	¿ por qué no aceptas mi tarjeta de crédito ?	0
3864	11414	6908	cómo hago el pedido	¿ cómo puedo hacer un pedido en un tamaño específico ?	0
3865	2156	6910	quiero agrupar proveedores por país	tengo artículos de diferentes proveedores pero quiero hacer un pago	0
3866	5208	5818	sí , necesito ayuda	necesito ayuda aquí	1
3867	8428	315	dijo los detalles de seguimiento estarán disponibles en NUMs días	¿ cómo sabría si el número de seguimiento está disponible ?	1
3868	4257	1906	el envío no llegó	¿ mi pago llega ?	0
3869	6081	4136	por qué las monedas no se agregan	¿ regresarán las monedas cuando cancele el preorden ?	0
3870	5878	13112	¿ puedo pedir ayuda ?	guardé mi tarjeta de crédito pero necesito reemplazarla por una nueva	1
3871	484	6493	¿ por qué esta conversación sigue desapareciendo ?	¿ por qué el vendedor no envía la orden ?	0
3872	8774	1821	cómo abrir una disputa	no hay un botón de disputa abierta	0
3873	11842	180	necesito hablar con maria	necesito hablar a través de livechat	1
3874	8261	4775	cómo bloquear mensajes	¿ cómo puedo recibir mensajes ?	0
3875	6129	5921	cómo obtener la factura	¿ cómo obtengo una factura para pagar ?	1
3876	12914	9310	ellos todavía no han llegado	¿ sigues ahí ?	0
3877	9301	4981	quiero comprar varios artículos de un vendedor , pero después de comprar más que el sistema me cobra por el envío , el vendedor ajustará el precio , pero mi sistema no me permite hacerlo porque no puedo ordenar el artículo y pagarlo más tarde .	¿ puedo obtener un reembolso parcial ya que el vendedor me ha reducido el precio ?	0
3878	1189	5862	hola , necesito cancelar mi pedido por favor y necesito que mi dinero sea reembolsado tan pronto como sea posible	necesito cancelar mi orden	1
3879	10050	4828	no puedo subir	no puedo subir archivos adjuntos .	1
3880	9042	1549	pero cuando no estoy en mi cuenta , me refiero a cuando veo como invitado , puedo ver la página de información	¿ dónde puedo ver el centro de quejas ?	0
3881	12446	4021	recuperar monedas de la aplicación	¿ cómo usar el cupón de la aplicación móvil ?	0
3882	12463	5274	olvidé la identificación de la cuenta de inicio de sesión y la contraseña , ¿ qué debo hacer ?	no puedo iniciar sesión con mi id	0
3883	5330	2608	falló el pago motivo el servicio no está disponible actualmente .	lo siento , su pago no fue exitoso .	0
3884	7204	2484	recibí el pedido , no necesito reembolso .	no he recibido el reembolso y mi pedido fue cancelado	0
3885	5021	7641	no porque no quieres ayudarme	usted me podría ayudar por favor	0
3886	13409	10218	quieres saber cómo agregar detalles del pasaporte	quiero saber cómo configurar palabra clave	0
3887	10951	10784	cómo responder la propuesta en mi caso de disputa	abro la disputa pero no obtengo respuesta .	0
3888	8972	5278	lo que estás haciendo por mí no está ayudando .	como estas	0
3889	1577	6339	¿ has dado una respuesta ?	hice una compra y no me respondió .	0
3890	2223	4115	preferiría llamar	por favor , llámame .	1
3891	3921	4528	eres un robot ?	no quiero conectarme a un robot	0
3892	5438	948	no entiendes , no tengo un número de orden , pero tomaste mi dinero	¿ por qué el dinero que me reembolsaron es menor que el dinero que me quitaron ?	0
3893	10898	2680	¿ por qué nadie puede ayudar ?	¿ me puedes ayudar ?	1
3894	2256	3108	¿ qué significa el envío cancelado ?	¿ qué significa fob ?	0
3895	5595	5519	sí , traje una peluca y lo que quería que hicieran	traje un producto pero fue confiscado por las autoridades aduaneras porque es falso	0
3896	8557	3422	subir video de evidencia	cómo agregar video ?	1
3897	1454	358	cómo escanear el código qr	¿ cómo obtengo un código de seguridad NUMs d ?	0
3898	9855	527	agregando una tarjeta de crédito	¿ funcionará la tarjeta de crédito visa master ?	0
3899	1170	8789	el dinero no ha sido pagado	he pagado mi pedido con transferencia bancaria durante NUMs días .	0
3900	1374	2519	tengo una disputa con el proveedor y no hay forma de entendernos .	¿ hay alguna otra forma en que pueda hacer el pedido y pagarlo con mi tarjeta de crédito ?	0
3901	9127	10463	este es el número de orden .	ese es el número de la orden	1
3902	10094	475	no me entiendes para ayudarnos	no puedes ayudarme	0
3903	13068	414	terminé la disputa	quiero reembolso por una orden finalizada	0
3904	9955	6535	cómo contactar al vendedor	quiero contactar al vendedor .	1
3905	10274	9576	no puedo iniciar sesión en mis cuentas .	he recibido el paquete y el reembolso .	0
3906	12009	2759	no pago porque	no hables ingles	0
3907	12062	3126	varias veces hago esta misma queja , ya fui al banco y no hay reembolso , la última vez que se me ofreció verificar , pero no he recibido una respuesta .	presenté una queja .	0
3908	7065	3012	hola eva !	si utilizo mi tarjeta de crédito , ¿ es segura ?	0
3909	10611	95	no puedo responder para reclamar	¿ cuándo recibiré una respuesta a mi reclamo ?	0
3910	7020	4151	por favor , no pude pagar	no pude hacer el pago con mi tarjeta de débito visa , podría ayudarme , por favor .	1
3911	3797	533	lo intento ahora	trataré de explicarte mi pregunta	0
3912	3718	9513	quiero comprobar si realmente fueron pedidos , si necesito cancelar uno de ellos	ordené por error ¿ puedo cancelarlo ?	1
3913	9127	5399	este es el número de orden .	¿ cómo encontrar el número de orden ?	0
3914	10249	10543	¿ puedo cambiar la cantidad de variantes de un producto para poder importarlo a shopify ?	necesito cambiar el monto del reembolso en mi pedido	0
3915	1002	7514	respondeme pronto	estoy confundido con tu respuesta	0
3916	2456	9606	soy de pakistán y quiero volver a vender tus productos	quiero comprar varios productos del mismo vendedor	0
3917	6947	7489	mi problema aquí es que mi pedido no se recibe y su servicio de atención al cliente no es accesible .	por favor , ayúdame a obtener mi paquete	0
3918	1734	12315	no recibo mi pedido	estoy tratando de ordenar y no está funcionando	0
3919	8817	12118	cómo obtener cupones ?	tengo artículos de compra .	1
3920	4400	9701	mi cuenta no funciona	mi cupón no funcionó	1
3921	2240	9182	necesito llamar contigo	necesito un número para llamar para hablar con alguien	1
3922	11218	3713	el pago se escribe por motivos de seguridad , este proceso no puede continuar .	no se puede escribir en el cuadro de mensaje	0
3923	4184	2608	el dinero no fue devuelto a mi cuenta , aunque la disputa se resolvió en su totalidad , ya han pasado NUMs meses y no hay dinero	lo siento , su pago no fue exitoso .	0
3924	5562	8752	hola , hice un pedido el NUMs de abril	la orden fue hecha , no he recibido el paquete .	0
3925	7217	8419	enviaste mi contraseña NUMs veces pero no aparece	la insignia de tarea diaria no se enciende	0
3926	5159	11983	después de hacer mi pedido , me dijeron que habría envíos adicionales porque cambié mi dirección .	¿ puedo cambiar mi dirección de envío después de realizar un pedido ?	0
3927	1988	1837	el pedido ha sido enviado hace NUMs días pero aún no lo recibí	ya pagué hace NUMs días , pero el estado de mi pedido no ha cambiado todavía .	0
3928	10154	10837	el comprador se niega a reemplazar la orden de daños	¿ quién pagará por mi servicio de protección al comprador como comprador ?	0
3929	13161	2235	"cuando intento hacer un seguimiento de mi pedido , veo un mensaje que dice "" la información de seguimiento no está disponible temporalmente "" ."	recibí un correo electrónico diciendo que tengo un mensaje para mi pedido , pero no hay ninguno .	0
3930	2032	7506	¿ qué crees que tengo y por qué no español que son los que tienen que asistir eh ?	¿ cómo piensa acerca de mí ?	0
3931	9234	7491	no obtuve los productos como se describe .	no puedo subir una foto	1
3932	10344	10801	pedí algo y está en camino , pero todavía no lo tengo después de NUMs semanas	acabo de pedir algo , pero quiero cambiar el nombre del receptor	0
3933	11551	6935	parece que no puedo editar el nombre asociado a mi cuenta .	¿ cómo edito un nombre de contacto ?	1
3934	12378	12724	extender el tiempo de entrega	¿ debo extender el pedido ?	0
3935	10032	2209	he recibido productos que no pedí .	he pedido productos pero no recibí mi pedido	0
3936	140	5399	cómo verificar el número de pedido	¿ cómo encontrar el número de orden ?	1
3937	12864	11082	hola , no he recibido mi pedido	hola necesito decirte algo sobre mi orden	0
3938	9276	4940	mi carrito esta vacio	¿ por qué mi carrito dice que no hay nada disponible ?	1
3939	13557	5115	¿ por qué mi orden ha sido cancelada ?	¿ por qué se ha cerrado mi pedido ?	1
3940	9319	8477	cómo pagar usando boleto	¿ puedo pagar usando paypal ?	0
3941	9558	5890	hola .	estoy tratando de obtener acceso a mi cuenta , pero no me lo permite .	0
3942	1186	7435	hola , mi cuenta se ha suspendido y ya no puedo dejar retroalimentación ni disputas abiertas .	mi orden fue congelada ya que el proveedor está suspendido .	0
3943	12727	6820	mi orden regresa a usted ?	¿ cuándo devuelves los fondos ?	0
3944	8774	6092	cómo abrir una disputa	no sé cómo abrir una disputa	1
3945	3143	4681	como puede ayudarme	¿ puede alguien más ayudarme ?	1
3946	10458	9065	querida , tengo que pagar una gran cantidad , pero no tengo los comentarios adecuados	¿ debo pagar alguna tarifa más allá del monto del pedido ?	0
3947	10154	9942	el comprador se niega a reemplazar la orden de daños	¿ cuánto es la membresía del comprador ?	0
3948	1847	4971	no podemos crear una cuenta	no puedes crear una cuenta	1
3949	11388	78	esto es estúpido	soy tan estúpido .	0
3950	10280	3332	ok , pedí una camiseta y se verificó y pagó .	¿ por qué se verifica mi pedido después de que ya pagué ?	0
3951	7448	11987	hola buenas tardes me gustaría hacer una pregunta , realicé mi pedido y esperé la confirmación del mismo , y la página me dijo que el seguimiento estaría disponible en NUMs - NUMs días .	no he recibido el pago dentro de los NUMs días	0
3952	374	575	pagar como uno	quiero pagar todas las órdenes juntas en una transacción	1
3953	10711	2826	cuantos años tienes	cómo eliminar pedidos antiguos en mi página ?	0
3954	10195	4497	contactar al vendedor	el vendedor no ha recibido el pago	0
3955	8235	11595	no , no puedo seguir mi orden	yo no quería discutir mi orden	0
3956	7685	6861	no quiero cancelar	quiero cancelarlo y reordenarlo .	0
3957	8296	12629	¿ dónde puedo ver qué proveedores entregan las mercancías más rápido ?	donde puedo ver mis cupones ?	0
3958	12270	1042	¿ cómo cambiar a contraseña ?	¿ cómo puedo cambiarlo ?	0
3959	7291	5891	intercambia monedas por cupones	¿ cómo canjeo cupones después de recibir monedas ?	1
3960	11754	2513	conéctame a un agente de servicio al cliente	por favor , conéctame al servicio al cliente	1
3961	12955	5805	quiero recoger el pedido en el carrito .	quiero hacer un pedido .	0
3962	4623	3242	¿ cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico ?	no tengo más preguntas	0
3963	12001	6614	el vendedor no responde mi estado de reembolso	no puedo responder a mi reclamo	0
3964	3483	9491	no vivo en china , vivo brasil	me gustaría chatear en vivo	0
3965	7940	10390	hola , tengo un problema , todos mis paquetes no llegan a destino y se envían al remitente .	tengo un problema para cambiar mi dirección	0
3966	13534	275	echa un vistazo a la página	página no disponible	0
3967	9543	6111	después de una disputa abierta	¿ qué pasará después de abrir una disputa ?	1
3968	10055	945	mi orden no es	mi vendedor no cancelará mi pedido .	0
3969	9228	1296	cómo enviar imágenes	¿ cómo envío una imagen al vendedor ?	0
3970	10608	10128	¿ cómo puedo imprimir mi factura ?	¿ puedo obtener mi recibo bancario nuevamente ya que no lo imprimí ?	0
3971	13180	11683	una necesidad de una persona real para hablar con	necesito una persona real	1
3972	8166	2680	¿ pueden ustedes ayudarme ?	¿ me puedes ayudar ?	1
3973	9460	8280	quiero saber acerca de una orden	quiero saber sobre mi orden	1
3974	4387	8966	tengo mi tarjeta de crédito contigo para obtener el pago instantáneo ,	¿ cómo puedo pagar mi tarjeta de crédito por los bienes ?	1
3975	10984	2247	asunto enlace / botón aleatorio del producto hola , tengo una pregunta sobre el sitio .	me gustaría saber sobre el botón confirmar pedido recibido	0
3976	8668	4183	cómo usar el cupón de selección ?	¿ qué es el cupón select ?	1
3977	1084	3724	cómo pasar una apelación	no puedo pagar los bienes , el pago no pasa	0
3978	5730	12858	¿ cómo presento una apelación ?	no puedo presentar pruebas a mi caso	0
3979	3798	2037	no recibí mi pedido y el vendedor no responde	uno de mis pedidos fue cancelado por el vendedor .	0
3980	737	5979	hice un pedido y pagué hace aproximadamente NUMs horas pero no he recibido la confirmación	puse orden y pagué .	0
3981	9206	2983	necesita un reembolso	necesito reembolsar un producto que ordené	1
3982	9136	4771	cómo me pongo en contacto con su vendedor	¿ cómo puedo contactar al vendedor para enviar información ?	1
3983	2865	8218	puntos de recompensa no agregados	no tengo mis puntos	0
3984	7851	5227	hablé contigo ayer	quiero follarte	0
3985	10574	11683	quiero una persona real y amp no es un robot .	necesito una persona real	1
3986	8288	4824	cancelar orden después del pago cuando recibo un reembolso ?	¿ recibiré un reembolso si cancelo la orden ?	1
3987	12913	4783	desactivar promociones	a la mierda entonces	0
3988	4134	4942	no puedo dejar comentarios	¿ cómo dejar un comentario anónimo ?	0
3989	1735	10885	solo quiero mi puta contraseña	quiero restablecer mi contraseña no tengo el correo electrónico	0
3990	10190	3986	si solicito un producto de alemania entregado en finlandia , ¿ tengo que pagar aduanas e impuestos ?	¿ cuántas aduanas o derechos de importación debo pagar ?	1
3991	4204	1607	por error hice dos órdenes de las que necesito cancelar el último	necesito cancelar el pedido , pero el vendedor se niega a cancelar .	0
3992	10238	6452	voy a visitar china	puedo visitarte	1
3993	12504	23	pedidos cancelados terminados significa	he pagado mis pedidos pero los vendedores han cancelado mi pedido	1
3994	12178	12400	y qué día va a mejorar , no me estás ayudando .	¡ qué dia de mierda !	0
3995	9997	12621	necesito que abran la disputa	necesito una disputa abierta , pero no tengo la opción	0
3996	4320	11819	he estado esperando que las disputas terminen .	me han cobrado pero el pedido aún está esperando mi pago	0
3997	6028	280	traté de pagar mi pedido y el sistema se cayó , ahora me está dando un error cuando trato de pagar y muestra el sistema	el sistema no me deja pagar	1
3998	1118	2112	¿ hay alguien ahí ?	estoy hablando de número de orden	0
3999	4174	12431	hola , necesito ayuda por favor	necesito un representante en vivo por favor	1
4000	7830	9204	¿ cómo cambio mi perfil ?	¿ cómo puedo cambiar el nombre de mi perfil ?	1
4001	2379	13475	hola !	¿ por qué me cobraron dos veces ?	1
4002	8950	8256	este es mi numero de orden	¿ has verificado mis problemas con el número de pedido ?	1
4003	6526	7343	hice un par de preguntas ?	no he recibido el pedido .	0
4004	6603	7062	guardar tarjeta de crédito	dónde cargar el extracto de la tarjeta de crédito	0
4005	9097	1890	cómo confirmar una orden	no puedo confirmar la orden recibida .	0
4006	2186	3121	hola , tengo una pregunta sobre el sitio .	tengo una pregunta , ¿ puedes ayudarme ?	0
4007	13459	5853	puede enviar mi correo	¿ puedo enviar mis productos a china ?	0
4008	7495	2966	¿ eres un idiota ?	¿ puedes eliminar la lista hoy ?	0
4009	374	8448	pagar como uno	¿ puedo pagar todos los pedidos en un solo pago ?	1
4010	11506	10455	¿ cómo puedo cancelar el pedido ?	¿ cómo puedo pedir un producto ?	0
4011	5438	850	no entiendes , no tengo un número de orden , pero tomaste mi dinero	¿ cómo puedes no saber ?	0
4012	8118	13070	hola , ¿ me puedes atender en portugués ?	hola , tengo que preguntar sobre mi pedido , ¿ me pueden ayudar ?	0
4013	12951	3295	pedí tarjetas pokemon allí falsas	¿ qué tarjetas puedo comprar artículos ?	0
4014	267	4539	necesito una persona real para chatear	puedo chatear con una persona real	1
4015	2841	11728	todavía no recibo mi pedido	¿ cómo desactivo una orden aún no recibida ?	0
4016	7330	5780	cómo puedo verificar mi cuenta	¿ cómo puedo encontrar mi pedido en mi cuenta ?	0
4017	10103	8859	supongo que eres un robot	¿ eres una persona real o un robot ?	1
4018	4854	10921	cómo eliminar la cuenta	¿ cómo puedo cerrar esta cuenta ?	1
4019	5859	6665	quiero pedir mi orden	quiero hacer una pregunta	0
4020	3115	4709	han pasado NUMs semanas desde que presenté mi reclamo	mi cuenta ha sido hackeada	0
4021	1013	13070	pero dices algo sobre mi reembolso	hola , tengo que preguntar sobre mi pedido , ¿ me pueden ayudar ?	0
4022	3143	10592	como puede ayudarme	usted no me puede ayudar	1
4023	3144	1039	¿ dónde puedo encontrar comentarios sobre mí ?	¿ dónde puedo encontrar el comprobante de pago de un pedido ?	0
4024	3087	5851	lo sentimos , su transacción no pasó la verificación debido a razones de seguridad .	¿ por qué la orden se cerró por razones de seguridad ?	1
4025	596	11439	pago al vendedor y mi orden nunca llega	nunca confirmo mi pedido como recibido pero mi transacción se completa	0
4026	1249	9907	¿ es ese teléfono gratis ?	registrar la cuenta es gratis o no	0
4027	12008	1348	mis monedas de la aplicación no fueron agregadas .	olvidé la contraseña de mi tarjeta agregada .	0
4028	4732	4732	no puedo hacer un pedido	no puedo hacer un pedido	1
4029	12916	805	reclamo posterior a la venta	¿ cuál es el número de contacto del china post ?	0
4030	3441	161	quiero comprar	soy brasileño y ¿ puedo comprar lo que quiero ?	0
