id	qid1	qid2	question1	question2	is_duplicate
1113	7411	1819	mi sistema va directamente a pagar	quiero pagar mi pedido	0
1114	1404	12958	eva quiero hablar con humano	quiero contactar a un humano	1
1115	6786	4107	cómo agregar evidencia a disputa ?	¿ cómo agregar videos en mi disputa ?	1
1116	2683	6912	estoy esperando mi reembolso	hice el pago a través de transferencia bancaria , pero mi pedido todavía está esperando el pago .	0
1117	7905	6950	quiero verificar si mi orden fue procesada	no puedo verificar mi correo electrónico	0
1118	1233	11172	buscando proveedores	compra de diferentes proveedores	0
1119	8220	6122	solo tengo una pregunta	solo hago una pregunta	1
1120	13431	106	¿ qué es el cupón de vendedores ?	¿ cuál es el cupón para los miembros vip ?	0
1121	5430	8565	entonces , ¿ no eres capaz de ayudar ?	¿ eres capaz de ayudar me ?	1
1122	2226	1306	dónde ver la página de cupones	¿ dónde puedo ver la respuesta de el proveedor ?	0
1123	7541	1466	imposible crear una cuenta	¿ cómo creo mi cuenta ?	0
1124	5711	8136	hola , recibí un mensaje de reembolso .	he recibido la mercancía y también recibí un reembolso completo .	0
1125	1057	8630	¿ quien es tu novio ?	¿ quién eres tú ?	0
1126	5348	11000	¿ no me entiendes ?	usted no me entiende	1
1127	4433	8757	hola , deseo saber el estado de mi disputa	quería saber el estado de el pedido	0
1128	13231	11768	quiero cancelar el pedido	quiero cancelar mi pedido y obtener un reembolso .	1
1129	7960	4149	hola , he intentado muchas veces recuperar mi dinero	recibiré mi dinero si el pedido es cancelado	0
1130	2306	11229	hace mucho tiempo olvidé cuál era mi contraseña . traté de conseguir que alguien me ayudara a reventar que nadie lo haría . dejé de comprar cosas en el sitio web .	quiero enviar mi lista de deseos a otra persona	0
1131	13524	952	hola , ¿ cómo puedo importar elementos a mi sitio web para el envío directo	¿ por qué los artículos tardan tanto en enviar se a mi país ?	0
1132	10793	8041	hola , veo este enlace pero tengo una pregunta .	tengo una pregunta .	1
1133	8994	10654	tengo problemas para enviar mi id	estoy teniendo problemas con los archivos adjuntos .	0
1134	1718	4306	¿ cómo extender la protección de los compradores ?	¿ cómo extiendo el tiempo de procesamiento ?	0
1135	252	611	quiero cupón	¿ cómo puedo usar el código de cupón o cupón ?	0
1136	6366	3039	¿ no creé una cuenta cuando pedí mi producto ?	¿ debo crear una cuenta de protección de el comprador ?	0
1137	5497	3385	intercambia monedas por cupones	¿ cómo uso las monedas ?	1
1138	6761	1948	yo uso facturas .	nunca volverá a usar este sitio	0
1139	11443	2104	¿ por qué puedo buscar productos sexuales en la aplicación ?	¿ cómo configuro la palabra clave de búsqueda para ubicar los productos que quiero ?	0
1140	38	9173	no quiero vender	solo necesito un artículo , pero el proveedor lo vende en lote	0
1141	6811	3367	no puedo borrar la orden	cómo eliminar la orden no pagada	1
1142	13575	1739	hablar con humanos	necesito un asistente humano	1
1143	1001	1151	¿ puedo chatear con una persona ? robot eva no lo está entendiendo	¿ eres una persona real o un robot ?	1
1144	6410	12800	añade un amigo	hola mi amigo	0
1145	12166	12718	el identificador de correo no coincide con lo que veo aquí	¿ cuánto tiempo toma desde que realizo mi pedido hasta que recibo un correo electrónico ?	0
1146	1408	6937	¡ obtén más información sobre las nuevas funciones !	¿ puedo saber más sobre western union ?	0
1147	4281	1951	como no puedo hacer un llamamiento	¿ cómo puedo hacer eso ?	0
1148	12919	432	pago por comprar con la tarjeta maestra , pero me enfrenté a el siguiente error	debido a un error de el sistema , no puedo pagar las órdenes	1
1149	10587	10882	hice una solicitud en enero y aún no he recibido , ¿ cómo lo hago ?	ya hice el pago pero todavía no recibí la confirmación por correo electrónico	0
1150	4276	11060	quiero un trabajo en una empresa	¿ cómo sé que esta es una empresa legítima ?	0
1151	3428	647	¿ qué dices ? no te entiendo	no sé qué hacer para mi fin de semana .	0
1152	11080	3223	hice un pedido y pagué con tarjeta de crédito ( luego se canceló ya que el vendedor aún tenía que aplicar el descuento ) . desde entonces , el vendedor ha aplicado el descuento y ahora no podemos pagar con ninguna tarjeta de crédito y aparece el mensaje ' error de el sistema ' , intente de nuevo , pero intente	traté de pagar con tarjeta de crédito pero apareció un error de pedido digital inválido .	0
1153	80	9154	hice un pedido y lo cancelé , pero me dedujeron . ¿ puedes confirmar si mi dinero se revertirá a mi cuenta ?	cancelé mi pedido ¿ cuándo puedo obtener mi dinero ?	1
1154	1877	8057	¿ cómo desactivo mi cuenta en la aplicación ?	¿ cómo usar el cupón de la aplicación móvil ?	0
1155	12796	2623	necesito ayuda para iniciar sesión	necesito ayuda hombre .	0
1156	192	713	he hablado con usted ayer y me dijeron que esto se resolverá en un día	abrí el estuche hace más de NUMs meses . ¿ por qué si aún no se ha resuelto ?	0
1157	523	7543	han pasado NUMs días y no veo ninguna actualización en mi pedido	he pagado mi pedido con transferencia bancaria durante NUMs días . ¿ por qué el estado de mi pedido no ha sido cambiado ?	0
1158	4384	8412	cómo configurar que nadie puede enviar mensajes	¿ cómo puedo ver mi mensaje ?	0
1159	5828	5139	mi pedido no ha sido recibido todavía .	¿ cómo desactivo una orden aún no recibida ?	0
1160	10517	4248	no hay un enlace para hacer clic	accidentalmente , hago clic en aceptar productos .	0
1161	13705	11640	¿ quería saber más o menos el día en que llegaron mis productos ?	quiero saber más sobre mi reclamo	0
1162	9168	5893	cómo dejar comentarios en la tienda de el vendedor	¿ cómo dejo comentarios para el vendedor ?	1
1163	206	2787	quiero el dinero tan pronto como no lo intente de nuevo o compre algo de usted	quiero comprar varios productos de el mismo vendedor	0
1164	8787	3228	¿ dónde está el botón de apelación ?	donde el botón para contactar ?	0
1165	13147	10477	¿ cómo cambio mi dirección de correo electrónico ?	¿ cómo cambio el correo electrónico ?	1
1166	11555	2294	quería comunicar me porque estoy en mi segunda apelación en NUMs semana	si ordeno hoy cuánto tiempo tomará llegar a mi país	0
1167	7687	8647	me gustaría hablar con una persona	me gustaría hablar con alguien antes de comprar	0
1168	3751	2751	¿ cómo puedo saber si mi pedido ha sido enviado ?	¿ cómo averiguo si mi pedido ha sido enviado ?	1
1169	7581	9764	¿ cómo borro los comentarios ?	¿ cómo dejo comentarios ?	0
1170	11162	6308	¿ por qué son las respuestas automáticamente ? no quiero hablar con el vendedor .	quiero hablar con uno	1
1171	12870	12365	pagué un extra para enviar el q s rápido resulta que ahora soy enviado desde china	estoy muy decepcionado con mi orden	0
1172	12928	3156	cómo cambiar el número de teléfono	¿ cómo edito mi número de teléfono ?	1
1173	2259	12650	¿ dónde puedo encontrar " editar perfil de miembro " ?	¿ dónde puedo encontrar los mensajes que he enviado a los proveedores ?	0
1174	7913	6445	hola , recibí un reembolso por un artículo que no se recibió y ahora se lo entregaron . ¿ qué puedo hacer para pagar ?	mi dirección de correo electrónico ha sido robada , ¿ qué puedo hacer ?	0
1175	11563	748	esto ya pasó dos veces	hice un pago dos veces .	0
1176	938	2961	cómo eliminar los comentarios	cómo eliminar mi pedido ?	0
1177	779	1319	¿ cómo puedo cambiar los datos de mi tarjeta de crédito ?	¿ cómo reviso los detalles de mi disputa ?	0
1178	8995	13722	mi tarjeta ha sido utilizada por alguien	si mi cupón ha sido utilizado o no ?	0
1179	2148	2276	quiere pagar por el artículo que fue reembolsado	quiero mi artículo	0
1180	10930	11384	otras órdenes llegaron a tiempo	nunca llegó	1
1181	4743	10623	cuando mi cancelado	cancelé mi pedido cuando puedo esperar un reembolso ?	0
1182	8698	10292	hola , quiero comprar algo , pero el vendedor tiene que ajustar el precio , mi sistema funciona automáticamente y no permite que el vendedor se ajuste , por favor ayuda	quiero cancelar el pedido pero el vendedor no responde .	0
1183	3199	6289	y qué día va a mejorar , no me estás ayudando .	puedes verificar lo por mí y decir me qué está pasando con mi orden	0
1184	8365	7742	cómo pagar la orden diaria china	¿ debo pagar impuestos si ordeno desde china	0
1185	7739	11388	para encontrar mi número de orden , etc .	no puedo encontrar mi número de seguimiento	0
1186	12315	860	¿ puedo hablar con alguien ?	necesito hablar con alguien por favor	1
1187	6929	6390	necesito una cuenta de desarrollador	necesito ayuda con mi cuenta	0
1188	5199	6538	¿ tiene una dirección de correo electrónico para enviar el reclamo ?	¿ tienes alguna dirección de correo electrónico ?	1
1189	3239	2644	¿ cuándo se colocará mi pedido ?	cuando hice mi pedido , la tarjeta seguía siendo rechazada	0
1190	11978	1526	estoy tratando de comprar un artículo con un cupón de descuento de $ NUMs , pero cuando voy a pagar lo , digo que no tengo ningún cupón aunque hice clic en el cupón mutiple time	¿ puedo pedir un artículo de más de $ NUMs ?	0
1191	992	10331	presento mi apelación y no pasa nada	¿ por qué no ocurre nada cuando haces clic en el botón ?	0
1192	5827	8460	cómo agregar una foto	cómo agregar video ?	0
1193	635	12549	presenté la apelación y se disputó con éxito	¿ cómo sé que la disputa se envió con éxito ?	0
1194	2889	9265	lo que está escrito en el juicio está en chino y ha tardado	mi dinero ha sido retirado de mi banco pero no obtuve la confirmación	0
1195	1436	5631	de acuerdo por favor . o puedo preguntar le a el otro .	puedo preguntar te en línea	0
1196	6715	5690	cómo obtener la garantía	¿ cómo recuperar un cupón ?	0
1197	4270	4270	¿ eres una persona real ?	¿ eres una persona real ?	1
1198	8740	3892	cómo contactar a el vendedor	¿ cómo puedo contactar a el vendedor ?	1
1199	4688	1235	intenté pagar mi orden , ¿ qué pasaría ?	intenté pagar este pedido con una tarjeta de visita y sigo recibiendo un rechazo	0
1200	10647	10261	me reciben mis productos pero he pagado por los productos	¿ tengo que pagar impuestos por los productos ?	0
1201	5627	9961	cómo ingresar el pedido para esperar el pago con la aplicación	¿ qué está esperando el pago ?	0
1202	2256	8118	¿ qué es easy returns ?	que es el amor " ? "	0
1203	3131	7614	recibí un reembolso pero no el total ¿ por qué ?	por qué no recibí un reembolso por pedido	0
1204	2361	4795	me pregunto cuándo recibí mi pedido	me pregunto cuándo recibiré el artículo que ha hecho el pago	1
1205	2896	7880	todavía no puedo pagar mis pedidos	no puedo chatear con vendedores	0
1206	2126	4398	no recuerdo cuál usé	no sé cómo terminar mis compras	0
1207	13421	9365	cómo hacer un pedido	quiero hacer un pedido por teléfono	0
1208	5013	13624	necesito una persona real para ayudar	necesito una persona real	1
1209	8362	8056	mi envío está cancelado	mi orden fue cancelada ¿ cuál es el problema ?	0
1210	7437	5101	¿ cuál es el método de envío ?	elegir el método de envío incorrecto	0
1211	10668	11540	no quiero recordar mi tarjeta de crédito	quiero un reembolso a mi tarjeta de crédito	0
1212	3204	2293	no recuerdo el nombre y la contraseña de inicio de sesión de la cuenta , cómo funciona , ¿ puedo encontrar el nombre y la contraseña de mi cuenta ?	olvidé la contraseña de mi cuenta	1
1213	11212	4626	no puedo subir	no puedo subir la imagen por alguna razón	1
1214	2194	4521	¿ de dónde vienen tus productos ?	¿ es posible pasar de tus cosas a	0
1215	7872	10210	cambiar el tamaño	¿ cómo cambio el tamaño de el producto ?	1
1216	9871	1963	cómo agregar un artículo a tu lista de deseos	cómo puedo agregar a la lista de deseos	1
1217	6113	12399	no es posible contactar a el servicio a el cliente	correo electrónico de servicio a el cliente	1
1218	12553	4193	no puedo ver mi orden	no puedo presentar pruebas a mi caso	0
1219	11959	5512	¡ quiero un humano !	quiero hablar con un humano en línea	1
1220	6691	12424	fue mi tarjeta de crédito facturada	revisé mi tarjeta de crédito pero no hay ningún pago	0
1221	213	6122	acabo de enviar una publicación	solo hago una pregunta	0
1222	6080	546	hola ! he ordenado un artículo y el monto fue cargado dos veces	me cobraron la cantidad incorrecta	0
1223	12077	3175	agregar tarjeta en el pago	no puedo hacer el pago con tarjeta de crédito	0
1224	6529	6806	david howell hola necesito un número de teléfono o un ser humano no puedo iniciar sesión por favor ayuda	necesito un número de teléfono de contacto	1
1225	8998	1338	le envío un mensaje a mi vendedor , pero mi paquete aún no llegó	no puedo cargar fotos en mi mensaje a el vendedor	0
1226	4511	3905	hola , desde ayer no puedo pagar mi tarjeta . todo en el banco está bien .	¿ cómo puedo pagar todos mis pedidos a la vez ?	0
1227	4327	11726	rastrea tu progreso de reembolso	¿ cuándo recibiré un reembolso por disputa en curso ?	1
1228	947	10390	nunca voy de compras con tu asiento , pero hay NUMs pagos con mi tarjeta	nunca recibí mi reembolso	0
1229	11561	11086	cuando recibí el pedido , el color era de veinte días incorrecto	recibí mi pedido pero el tamaño es incorrecto	1
1230	10394	11303	escribí hace una semana un informe en este sitio . compruébe lo por favor	escribí el nombre de el destinatario equivocado	0
1231	9948	6926	tengo un proyector que compré y venía con un defecto intenté abrir una disputa y el sitio web me sugirió que negocie con la tienda , traté de negociar , la tienda me prometió enviar otro proyector , hice mi parte , me molestó y no recibió th	traté de hacer el pago con tarjeta , pero no me dejó	0
1232	3450	2416	compré algo en la tienda roy wang	necesito ayuda en algo	0
1233	10037	6976	la disputa ha terminado , pero las bolsas de té todavía no han llegado	¿ puedo abrir una disputa final ?	0
1234	2462	4785	todos mis pedidos tienen esta nota , y parece que no está enviando .	¿ puedo colocar todos mis pedidos en el mismo envío ?	0
1235	9939	6334	¿ hay alguien que pueda ayudar me con mi tarjeta de crédito ?	¿ me puedes ayudar ?	0
1236	13659	10351	tuve una disputa	el tiempo para abrir la disputa se había agotado	0
1237	8387	5826	¿ por qué sigues publicándo me ? " ¡ ¡ ¡ caliente ! encendedor de cigarrillos sin llama recargable usb electrónico no hay gadgets de gas de color blanco " etc. que todos dicen " no se puede entregar a finlandia " ¿ por qué no se puede enviar a finlandia ?	¿ cómo envío productos a china ?	0
1238	7849	671	hola , ¿ puedes verificar una factura ?	¿ puedes emitir una factura por el pedido que acabo de recibir ?	1
1239	8533	4638	cómo llegar a el equipo de soporte de pagos ?	¿ cómo chateo con el equipo de servicios ?	1
1240	5777	2873	orden no recibido vendedor no respuesta	recibí un mensaje que dice que mi orden se canceló debido a que el vendedor está suspendido	0
1241	11307	11203	tarjeta de crédito visa estaba vencido y ahora se renovó	tipos de tarjetas de crédito compatibles	0
1242	10373	3144	creo que ordené dos veces . necesito cancelar uno de los pedidos	¿ por qué me cobraron dos veces ?	0
1243	12548	12569	espero que entiendas lo que dije	ok eva muchas gracias , entiendo	0
1244	10432	10554	cómo hago el pedido	¿ cómo reviso el estado de el pedido ?	0
1245	10978	11867	traté de pagar un pedido hoy , pero vuelve diciendo que la fecha de caducidad es incorrecta . mi fecha de caducidad está bien NUMs / NUMs . esto sucedió hace aproximadamente un mes , pero fue corregido . pero , está sucediendo de nuevo .	traté de rastrear el número de envío a través de ems , pero no sale nada	0
1246	5205	13548	el vendedor no responde mi estado de reembolso	estado de solicitud de reembolso	0
1247	8449	13225	¿ qué es una protección de el comprador ?	¿ qué cubre la protección de el comprador de el fideicomiso ?	1
1248	908	11605	no puedo dejar comentarios	¿ por qué no puedo dejar comentarios ?	1
1249	5597	8090	no voy a mi dirección de correo electrónico . ayuadame	no puedo acceder a mi cuenta . ¿ me puedes ayudar ?	0
1250	940	10404	quien puede dar me información	¿ te casas con mí ?	0
1251	11404	4579	qué pasa si cierro una disputa	ya abro una disputa pero la cierras .	0
1252	10524	9413	acabo de hacer una pregunta y no me estás ayudando . por favor , ayúda me . no puedo iniciar sesión en su sitio web para hacer una compra	usted me podría ayudar por favor	0
1253	1438	11092	que es disputa	¿ qué es una disputa en progreso ?	0
1254	9056	13178	verifique el reembolso en mi tarjeta .	estoy esperando que se acredite el reembolso en mi tarjeta , ¿ cuánto tiempo tomará ?	0
1255	6186	3736	¿ qué es puntos de recompensa ?	¿ qué es puntos disponibles ?	0
1256	7052	9035	no puedo hacer un pedido	después de hacer mi pedido , ¿ cómo puedo pagar con western union ?	0
1257	9040	12652	mi preocupación es conocer el progreso de mi pedido .	quiero saber mi orden	1
1258	1913	7398	por qué no puedo usar el cupón	no puede usar el cupón select	0
1259	6540	1303	¿ cómo confirmo los bienes ?	¿ cómo puedo confirmar la entrega ?	1
1260	6348	2979	hola . tengo problemas para hacer un pedido . ¿ me pueden ayudar a descubrir qué está mal con su sistema ?	me puedes ayudar con el estado de la orden	0
1261	13575	10619	hablar con humanos	eres humano	0
1262	2661	13017	cómo verificar tu cuenta	recibí el correo electrónico para verificar mi cuenta pero no había ningún enlace	0
1263	1889	9131	cómo reportar a su vendedor	¿ cómo puedo reportar un vendedor de fraude ?	1
1264	11239	7733	el artículo que ordené está defectuoso , rompió un trozo de mi auto en el primer uso	¿ puedo pedir solo un artículo para mi uso personal ?	0
1265	1680	10738	¿ cómo obtengo una factura ?	¿ cómo obtengo una factura para pagar ?	1
1266	11598	7733	uno de mis pedidos está en buenas condiciones , pero en los pedidos en inglés se puede cambiar a holandés	¿ puedo pedir solo un artículo para mi uso personal ?	0
1267	8028	4697	no recibí el reembolso	no recibí el pedido	0
1268	9954	12063	el cargador inalámbrico que recibí está defectuoso y no se carga	me han enviado un artículo defectuoso	1
1269	753	623	como humano	¿ eres una persona humana o una máquina ?	1
1270	7869	9076	cuando intento hacer un seguimiento de mi pedido , veo un mensaje que dice " la información de seguimiento no está disponible temporalmente " .	recibí un mensaje que decía problemas de conexión a internet	0
1271	8934	11068	no , no puedo difícilmente con la atención de el cliente	¿ cómo puedo contactar a el servicio de atención a el cliente ?	1
1272	1302	10473	¿ puedo saber mi estado de pago ?	quiero saber el estado de la mediación .	0
1273	2188	5500	creo que mi número de seguimiento es falso	¿ cómo puedo encontrar mi número de rastreo ?	0
1274	5463	7258	¿ por qué tarda tanto en procesar mi pago ?	¿ por qué mi pedido tarda tanto en enviar se ?	0
1275	1018	4627	¿ por qué los puntos de recompensa están bajando ?	¿ tu sistema de pago está caído ?	0
1276	8920	9755	cómo usar el servicio de garantía ?	¿ cómo uso el servicio de protección de el comprador ?	0
1277	13345	7946	¡ no puedo ingresar a mi cuenta !	por qué no puedo iniciar sesión	1
1278	10432	427	cómo hago el pedido	¿ cómo hago el pedido ?	1
1279	9751	9190	quiero saber por qué no puedo enviar un mensaje a los vendedores	simplemente no puedo escribir en el cuadro de mensaje	1
1280	8998	1502	le envío un mensaje a mi vendedor , pero mi paquete aún no llegó	¿ puedes enviar paquetes a mi país ?	0
1281	6666	3754	estoy cantando en mi cuenta pero no funciona	¿ por qué mi orden de seguimiento no funciona ?	0
1282	9751	2783	quiero saber por qué no puedo enviar un mensaje a los vendedores	no puedo enviar lo a el carrito	0
1283	12742	4258	quiero enviar un pedido , el sistema de cerveza está ocupado . ¿ que debería hacer ?	no me gusta el pedido y quiero devolver lo	0
1284	4575	8066	¿ cómo cancelo el pedido ?	¿ cómo cancelo una disputa ?	0
1285	3343	3197	por favor borre las cookies en su navegador ?	por favor sáca me de tu lista de correo electrónico	0
1286	13603	7433	alrededor de un mes más o menos me pidieron que proporcionara documentos de validación . envié todos los documentos que solicitó . no han pasado dos meses y me piden que los envíe nuevamente . ¿ qué diablos ? ¿ por qué ?	hice preguntas sobre el producto , pero no recibí respuesta	0
1287	1592	11185	pero quiero responder a los diez mejores artículos por favor dígan me necesito los diez artículos principales que se vendieron en NUMs 	quiero saber qué artículos compré la última vez	0
1288	6011	1727	necesito hablar con alguien	necesito una novia .	0
1289	1036	6139	¿ cómo puedo obtener un recibo o factura de la orden ?	¿ cómo obtengo un recibo ?	1
1290	12088	11040	pasos sobre cómo poner se en contacto con el vendedor ?	¿ cómo puedo contactar me con el vendedor antes de la compra ?	1
1291	4992	12745	pregunto cómo combinar órdenes de pago si el pedido aún está en mi carrito	¿ cómo combino los pedidos ?	1
1292	2374	8839	no puedo encontrar lo	quiero encontrar proveedores para productos	0
1293	497	2182	hice un par de preguntas ?	tengo algunas preguntas	1
1294	8044	10778	¿ pagué el pedido dos veces como lo hago ?	¿ qué puedo hacer si ordené dos veces por el mismo producto ?	0
1295	12651	5514	quiero eliminar mi tarjeta de crédito de mi cuenta	quiero mi reembolso a otra tarjeta de crédito	0
1296	6518	3403	cómo usar el cupón	¿ cómo puedo usar un cupón ?	1
1297	10614	6707	imposible unir se a la atención a el cliente de contacto	¿ cómo puedo contactar a un soporte a el cliente en persona por teléfono ?	1
1298	8392	6287	mi pedido no se actualizó en un mes	uno de mis pedidos fue cancelado por el vendedor . ¿ cómo puedo recuperar mi dinero ?	0
1299	13003	801	¡ hola ! cerré la disputa el NUMs de mayo de NUMs y dice que se realizará el reembolso . ¿ cuándo se reembolsará el dinero ?	hice un reclamo . ¿ cuándo recupero mi dinero ?	0
1300	4420	13657	por qué mi pago está en espera de verificación	¿ por qué no hay un enlace de verificación en el correo electrónico ?	0
1301	11499	12733	quiero decir , ¿ tomaste aquí la tbc ?	no recibí un reembolso de el número de pedido	0
1302	10033	13599	disputa terminada el vendedor aceptó reembolsar pero no recibió el reembolso .	no he recibido el reembolso después de la disputa cerrada .	1
1303	10403	5138	hola , necesito restablecer mi contraseña antes de poder agregar una tarjeta	intenté restablecer la contraseña pero no funcionó	0
1304	3631	12356	¿ tienes un numero de telefono ?	¿ tenías algún número de teléfono ?	1
1305	905	10929	hola , acabo de hacer un pedido pero me equivoqué en la dirección de entrega , ¿ cómo puedo cambiar lo ?	no puedo cambiar la dirección de entrega , ¿ qué debo hacer ?	1
1306	2183	8305	estaba pagando con la tarjeta estadounidense y ya puse NUMs veces la información en la tarjeta y el pago no se procesó porque el mensaje me dice que hubo un error	iniciar sesión error código de error NUMs .	0
1307	7836	12967	intento constantemente contactar a el vendedor y él no respondió . necesito una factura de el producto para enviar a la aduana .	necesito contactar a el vendedor de la orden	0
1308	9360	5520	no estoy satisfecho con el resultado de la disputa escalada	no estoy satisfecho con el resultado de la reclamación . ¿ que puedo hacer ?	1
1309	3282	9445	¿ cómo puedo volver a enviar un vendedor de fraude ?	¿ cómo puedo proteger me de el fraude ?	0
1310	5828	8916	mi pedido no ha sido recibido todavía .	el sitio web muestra que mi pedido ya fue entregado , pero no lo recibí	0
1311	4334	9424	no satisfecho con la disputa	no estoy satisfecho con el producto recibido . ¿ que puedo hacer ?	0
1312	12226	9873	sin reembolso de envío	¿ qué está esperando el envío ?	0
1313	12553	2192	no puedo ver mi orden	pagué un pedido pero no puedo ver lo en mi resumen de pedido	0
1314	6263	6245	cómo cancelar la disputa ?	cómo cancelar una disputa aceptada	0
1315	7979	8606	lo intenté y lo compruebo en mi cuenta y no me duele en el correo que obtengo la cuenta deshabilitada	estoy tratando de obtener acceso a mi cuenta , pero no me lo permite .	0
1316	6058	8040	hola buenas tardes me gustaría hacer una pregunta , realicé mi pedido y esperé la confirmación de el mismo , y la página me dijo que el seguimiento estaría disponible en NUMs - NUMs días . los días han pasado y no puedo rastrear mi pedido , ¿ qué está pasando ?	me gustaría saber qué con mi pedido ?	0
1317	8125	5620	cómo guardar el método de pago	¿ por qué no hay un método de pago de boleto ?	0
1318	8977	10535	donde d NUMs obtengo mi NUMs %	donde puedo obtener el número de llamada	0
1319	4828	8390	ya le pregunté algo de lo que estoy hablando con una computadora , ¿ no ?	no puedo cambiar mi dirección de correo electrónico . dice que ya está en uso .	0
1320	11239	11147	el artículo que ordené está defectuoso , rompió un trozo de mi auto en el primer uso	necesito tu ayuda . pedí un artículo	0
1321	13488	13280	¿ hay otras formas de pagar	¿ puedo pagar con otro método de pago ?	1
1322	10386	11376	la tienda me dijo que tengo que esperar , pero les pagan , creo	hola tengo un problema con una tienda	0
1323	6812	13347	no puedo abrir una disputa	necesito abrir una disputa	0
1324	3887	8548	hola , todavía no soy cliente .	pago mi pedido pero aún no procesado	0
1325	11032	10702	¿ cómo puedo apelar mis órdenes que no fueron procesadas por razones de seguridad ?	¿ cómo puedo restablecer mi pregunta de seguridad ?	0
1326	7611	4517	¿ estás seguro de que no puedes ayudar me ?	¿ cómo puedo estar seguro de que no me follarás ?	0
1327	7180	11779	¿ por qué se cancela mi pedido ?	¿ por qué mi pedido no ha sido cancelado ?	0
1328	4424	6209	mi orden estaba bloqueada , así que abrí una disputa . gané y obtuve el reembolso , pero ahora el artículo llegó aleatoriamente y quiero devolver le el dinero a el vendedor . ¿ que puedo hacer ?	abrí una disputa y el vendedor aceptó .	0
1329	2560	3288	¿ cómo puedo cambiar mi contraseña si ya no tengo acceso a ese correo electrónico ?	no tengo acceso a mi cuenta	0
1330	5178	11057	cómo abrir disputa en orden completada ?	cómo abrir disputa para orden completada	1
1331	13231	7571	quiero cancelar el pedido	quiero cancelar el pedido y recibir un reembolso .	1
1332	13607	4310	necesito llamar con ti	necesito un número para llamar a el servicio a el cliente	1
1333	8159	6068	mi pedido será el regreso ?	¿ por qué la empresa de envío devuelve mi paquete ?	1
1334	9948	2227	tengo un proyector que compré y venía con un defecto intenté abrir una disputa y el sitio web me sugirió que negocie con la tienda , traté de negociar , la tienda me prometió enviar otro proyector , hice mi parte , me molestó y no recibió th	no recibí mi pedido	0
1335	2184	3035	¿ cómo obtengo descuentos de el vendedor ?	¿ cómo envío un buzón de paypal para obtener un reembolso de el vendedor	0
1336	3931	6855	podría ayudar me	por favor haga me lo saber	0
1337	5292	2150	detener la cancelación de pedidos que no he ordenado	quiero detener el pago de mi pedido .	0
1338	8311	12290	cómo me convierto en vendedor	¿ cómo informo a un vendedor ?	0
1339	366	11834	quién eres	¿ que eres ?	1
1340	3657	3657	hola , buenas noches	hola , buenas noches	1
1341	11578	5845	por qué el dinero no está regresando	¿ quién pagará los gastos de envío de devolución si es por culpa de el proveedor ?	0
1342	12071	11064	cómo restablecer las contraseñas de la cuenta	cómo verificar la cuenta ?	0
1343	3768	1754	cómo encontrar el número de pedido	¿ cómo puedo encontrar mi número de orden ?	1
1344	1890	11984	la protección terminará y no puedo abrir una disputa , ¿ quién me devolverá el dinero ?	¿ cuándo puedo abrir una disputa ?	0
1345	11650	5818	no hemos recibido ninguna información sobre por qué este envío ha sido cancelado	¿ por qué no tiene información de seguimiento ?	1
1346	12238	8015	quiero comprar algo producto pero no sé cómo pagar dinero	quiero preguntar te algo	0
1347	7460	4476	intenté eso , no funcionó	no te pregunté eso	0
1348	5867	10728	yo presioné . haga clic en el botón confirmar recibo de pedido . antes de que se envíe la orden .	confirmo el pedido antes de obtener lo . ¿ que puedo hacer ?	1
1349	9050	7133	hola , quiero abrir una disputa , pero no puedo subir fotos o videos	necesito una función para subir fotos	0
1350	7257	7740	ellos todavía no han llegado	la entrega aún no ha llegado	0
1351	3429	1412	quiero hablar con una persona real	¿ puedo hablar con una persona real y no con una computadora para ayudar me ?	1
1352	4612	2914	tengo un producto problemático	tengo un problema con el cupón	0
1353	8796	10750	entregarás a la compañía	necesito saber cuándo mi pedido me fue entregado	0
1354	2909	11914	si solicito un producto gratuito , ¿ debo pagar un servicio personalizado en mi país ?	yo vivo en china . ¿ es gratis el envío ?	0
1355	395	7984	no quiero cancelar mi pedido	quiero cancelar un pedido	0
1356	3681	13233	¿ cómo elimino mi dirección de correo electrónico de su lista de correo ?	por favor quíta me de esta lista de correo electrónico	1
1357	11361	12726	no se puede crear una cuenta	no pude hacer el pago	0
1358	10944	6471	ahora no ha recibido el pago devuelto	el vendedor no ha recibido el pago	0
1359	1352	591	es la NUMs vez que contacto mi orden no viene	¿ cómo puedo cambiar mi nombre de contacto ?	0
1360	5576	5684	¿ cómo obtengo cupones y descuentos ?	¿ cómo agrego cupones a mi pedido ?	0
1361	3681	9072	¿ cómo elimino mi dirección de correo electrónico de su lista de correo ?	¿ cómo elimino artículos de el carrito de compras ?	0
1362	11003	487	tengo un problema con los pagos en mi cuenta	tengo un problema con mi orden	1
1363	6163	8443	mi consulta es sobre el estado de mi pedido	con respecto a el procesamiento de pedidos	0
1364	8800	185	usted es una computadora ?	¿ eres una persona o una computadora ?	1
1365	1633	1507	tengo que pagar con el banco	quiero pagar con mi tarjeta bancaria	0
1366	12853	12638	tengo un problema con ustedes	tengo un problema con un artículo que recibí de ustedes	0
1367	3396	4465	cómo elegir el método de envío	¿ cómo se usa paypal como método de reembolso ?	0
1368	547	1941	señor , tengo una tarjeta de débito rupay pero no acepto	no tengo tarjeta visa	0
